season,team,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against,total_played,total_wins,total_draws,total_losses,total_goals_for,total_goals_against,goal_diff,points,season_int,squad_depth_900min,squad_depth_300min,avg_squad_age,avg_squad_market_value,total_squad_market_value,n_players_with_value,attack_defense_ratio,home_points,away_points,home_strength,away_strength,home_away_ratio,goals_per_game,goals_against_per_game,clean_sheet_proxy,u21_players,u21_total_min,youth_development_score,squad_turnover_rate,new_players_count,wage_efficiency_proxy
2005/06,Bolton,19,11,5,3,29,13,19,4,6,9,20,28,38,15,11,12,49,41,8,56,2005,16,20,27.4375,2637500.0,42200000.0,16,1.195,38,18,0.667,0.316,2.111,1.289,1.079,0.606,3.0,2814.0,7.5,30.0,6.0,1.327
2005/06,Charlton,19,8,4,7,22,21,19,5,4,10,19,34,38,13,8,17,41,55,-14,47,2005,17,23,27.294117647058822,3026666.6666666665,45400000.0,15,0.745,28,19,0.491,0.333,1.474,1.079,1.447,0.471,3.0,1579.0,4.21,43.48,10.0,1.0352
2005/06,Chelsea,19,18,1,0,47,9,19,11,3,5,25,13,38,29,4,5,72,22,50,91,2005,16,21,25.5,19600000.0,274400000.0,14,3.273,55,36,0.965,0.632,1.527,1.895,0.579,0.788,4.0,1058.0,2.82,28.57,6.0,0.3316
2005/06,Everton,19,8,4,7,22,22,19,6,4,9,12,27,38,14,8,16,34,49,-15,50,2005,16,20,27.875,3778125.0,60450000.0,16,0.694,28,22,0.491,0.386,1.272,0.895,1.289,0.529,3.0,124.0,0.33,25.0,5.0,0.8271
2005/06,Fulham,19,13,2,4,31,21,19,1,4,14,17,37,38,14,6,18,48,58,-10,48,2005,18,25,27.5,3029411.7647058824,51500000.0,17,0.828,41,7,0.719,0.123,5.846,1.263,1.526,0.442,1.0,1629.0,4.34,36.0,9.0,0.932
2005/06,Liverpool,19,15,3,1,32,8,19,10,4,5,25,17,38,25,7,6,57,25,32,82,2005,15,21,25.6,11263333.333333334,168950000.0,15,2.28,48,34,0.842,0.596,1.413,1.5,0.658,0.76,3.0,2589.0,6.91,33.33,7.0,0.4854
2005/06,Man City,19,9,2,8,26,20,19,4,2,13,17,28,38,13,4,21,43,48,-5,43,2005,19,22,26.473684210526315,4175000.0,75150000.0,18,0.896,29,14,0.509,0.246,2.069,1.132,1.263,0.539,9.0,5074.0,13.53,45.45,10.0,0.5722
2005/06,Man United,19,13,5,1,37,8,19,12,3,4,35,26,38,25,8,5,72,34,38,83,2005,16,20,25.625,13263333.333333334,198950000.0,15,2.118,44,39,0.772,0.684,1.129,1.895,0.895,0.673,6.0,7058.0,18.78,30.0,6.0,0.4172
2005/06,Middlesbrough,19,7,5,7,28,30,19,5,4,10,20,28,38,12,9,17,48,58,-10,45,2005,19,27,26.31578947368421,3907894.736842105,74250000.0,19,0.828,26,19,0.456,0.333,1.369,1.263,1.526,0.442,13.0,6825.0,18.16,40.74,11.0,0.6061
2005/06,Newcastle,19,11,5,3,28,15,19,6,2,11,19,27,38,17,7,14,47,42,5,58,2005,16,22,25.8125,5205000.0,83280000.0,16,1.119,38,20,0.667,0.351,1.9,1.237,1.105,0.596,5.0,3604.0,9.63,40.91,9.0,0.6964
2005/06,Portsmouth,19,5,7,7,17,24,19,5,1,13,20,38,38,10,8,20,37,62,-25,38,2005,20,26,26.65,2850000.0,51300000.0,18,0.597,22,16,0.386,0.281,1.374,0.974,1.632,0.404,2.0,476.0,1.27,69.23,18.0,0.7407
2005/06,Sunderland,19,1,4,14,12,37,19,2,2,15,14,32,38,3,6,29,26,69,-43,15,2005,18,24,23.833333333333332,1280555.5555555555,23050000.0,18,0.377,7,8,0.123,0.14,0.879,0.684,1.816,0.336,7.0,5978.0,15.94,87.5,21.0,0.6508
2005/06,Tottenham,19,12,5,2,31,16,19,6,6,7,22,22,38,18,11,9,53,38,15,65,2005,14,18,24.214285714285715,7815384.615384615,101600000.0,13,1.395,41,24,0.719,0.421,1.708,1.395,1.0,0.635,3.0,2112.0,5.63,44.44,8.0,0.6398
2005/06,West Brom,19,6,2,11,21,24,19,1,7,11,10,34,38,7,9,22,31,58,-27,30,2005,16,23,25.6875,2884375.0,46150000.0,16,0.534,20,10,0.351,0.175,2.006,0.816,1.526,0.442,4.0,3433.0,9.14,47.83,11.0,0.6501
2005/06,West Ham,19,9,3,7,30,25,19,7,4,8,22,30,38,16,7,15,52,55,-3,55,2005,15,20,26.266666666666666,2703571.4285714286,37850000.0,14,0.945,30,25,0.526,0.439,1.198,1.368,1.447,0.471,4.0,3537.0,9.41,90.0,18.0,1.4531
2005/06,Wigan,19,7,3,9,24,26,19,8,3,8,21,26,38,15,6,17,45,52,-7,51,2005,15,21,28.6,2396666.6666666665,35950000.0,15,0.865,24,27,0.421,0.474,0.888,1.184,1.368,0.5,3.0,4056.0,10.79,,,1.4186
2006/07,Arsenal,19,12,6,1,43,16,19,7,5,7,20,19,38,19,11,8,63,35,28,68,2006,17,22,24.58823529411765,12670000.0,190050000.0,15,1.8,42,26,0.737,0.456,1.616,1.658,0.921,0.664,6.0,6544.0,17.46,31.82,7.0,0.3578
2006/07,Aston Villa,19,7,8,4,20,14,19,4,9,6,23,27,38,11,17,10,43,41,2,50,2006,17,25,24.705882352941178,4384375.0,70150000.0,16,1.049,29,21,0.509,0.368,1.383,1.132,1.079,0.606,5.0,7327.0,19.5,44.0,11.0,0.7128
2006/07,Blackburn,19,9,3,7,31,25,19,6,4,9,21,29,38,15,7,16,52,54,-2,52,2006,16,23,27.5625,3243750.0,51900000.0,16,0.963,30,22,0.526,0.386,1.363,1.368,1.421,0.481,2.0,985.0,2.63,47.83,11.0,1.0019
2006/07,Bolton,19,9,5,5,26,20,19,7,3,9,21,32,38,16,8,14,47,52,-5,56,2006,14,19,28.071428571428573,4084615.3846153845,53100000.0,13,0.904,32,24,0.561,0.421,1.333,1.237,1.368,0.5,3.0,688.0,1.83,31.58,6.0,1.0546
2006/07,Charlton,19,7,5,7,19,20,19,1,5,13,15,40,38,8,10,20,34,60,-26,34,2006,17,22,26.823529411764707,3156666.6666666665,47350000.0,15,0.567,26,8,0.456,0.14,3.257,0.895,1.579,0.423,3.0,4311.0,11.53,45.45,10.0,0.7181
2006/07,Chelsea,19,12,7,0,37,11,19,12,4,3,27,13,38,24,11,3,64,24,40,83,2006,18,22,25.88888888888889,21676666.666666668,325150000.0,15,2.667,43,40,0.754,0.702,1.074,1.684,0.632,0.769,5.0,3017.0,8.05,40.91,9.0,0.2553
2006/07,Everton,19,11,4,4,33,17,19,4,9,6,19,19,38,15,13,10,52,36,16,58,2006,14,20,26.857142857142858,5130769.230769231,66700000.0,13,1.444,37,21,0.649,0.368,1.764,1.368,0.947,0.654,4.0,1984.0,5.29,35.0,7.0,0.8696
2006/07,Fulham,19,7,7,5,18,18,19,1,8,10,20,42,38,8,15,15,38,60,-22,39,2006,18,22,27.38888888888889,3126470.588235294,53150000.0,17,0.633,28,11,0.491,0.193,2.544,1.0,1.579,0.423,2.0,925.0,2.47,31.82,7.0,0.7338
2006/07,Liverpool,19,14,4,1,39,7,19,6,4,9,18,20,38,20,8,10,57,27,30,68,2006,16,20,25.4375,12184375.0,194950000.0,16,2.111,46,22,0.807,0.386,2.091,1.5,0.711,0.74,5.0,539.0,1.43,35.0,7.0,0.3488
2006/07,Man City,19,5,6,8,10,16,19,6,3,10,19,28,38,11,9,18,29,44,-15,42,2006,21,25,25.61904761904762,3695000.0,73900000.0,20,0.659,21,21,0.368,0.368,1.0,0.763,1.158,0.577,8.0,6526.0,17.37,48.0,12.0,0.5683
2006/07,Man United,19,15,2,2,46,12,19,13,3,3,37,15,38,28,5,5,83,27,56,89,2006,16,22,27.0,14835714.285714285,207700000.0,14,3.074,47,42,0.825,0.737,1.119,2.184,0.711,0.74,3.0,3106.0,8.26,22.73,5.0,0.4285
2006/07,Middlesbrough,19,10,3,6,31,24,19,2,7,10,13,25,38,12,10,16,44,49,-5,46,2006,14,20,24.785714285714285,4842857.142857143,67800000.0,14,0.898,33,13,0.579,0.228,2.539,1.158,1.289,0.529,7.0,6980.0,18.57,25.0,5.0,0.6785
2006/07,Newcastle,19,7,7,5,23,20,19,4,3,12,15,27,38,11,10,17,38,47,-9,43,2006,19,22,25.789473684210527,5400000.0,102600000.0,19,0.809,28,15,0.491,0.263,1.867,1.0,1.237,0.548,8.0,8097.0,21.54,40.91,9.0,0.4191
2006/07,Portsmouth,19,11,5,3,28,15,19,3,7,9,17,27,38,14,12,12,45,42,3,54,2006,15,20,27.066666666666666,4003846.153846154,52050000.0,13,1.071,38,16,0.667,0.281,2.374,1.184,1.105,0.596,1.0,594.0,1.58,50.0,10.0,1.0375
2006/07,Reading,19,11,2,6,29,20,19,5,5,9,23,27,38,16,7,15,52,47,5,55,2006,13,20,26.53846153846154,1462500.0,17550000.0,12,1.106,35,20,0.614,0.351,1.749,1.368,1.237,0.548,1.0,815.0,2.17,,,3.1339
2006/07,Sheffield United,19,7,6,6,24,21,19,3,2,14,8,34,38,10,8,20,32,55,-23,38,2006,19,23,24.736842105263158,1137058.8235294118,19330000.0,17,0.582,27,11,0.474,0.193,2.456,0.842,1.447,0.471,4.0,3111.0,8.29,,,1.9659
2006/07,Tottenham,19,12,3,4,34,22,19,5,6,8,23,32,38,17,9,12,57,54,3,60,2006,16,22,24.1875,8750000.0,131250000.0,15,1.056,39,21,0.684,0.368,1.859,1.5,1.421,0.481,5.0,3631.0,9.67,40.91,9.0,0.4571
2006/07,Watford,19,3,9,7,19,25,19,2,4,13,10,34,38,5,13,20,29,59,-30,28,2006,15,25,24.4,1716071.4285714286,24025000.0,14,0.492,18,10,0.316,0.175,1.806,0.763,1.553,0.433,7.0,3888.0,10.33,,,1.1655
2006/07,West Ham,19,8,2,9,24,26,19,4,3,12,11,33,38,12,5,21,35,59,-24,41,2006,18,25,25.22222222222222,3255882.3529411764,55350000.0,17,0.593,26,15,0.456,0.263,1.734,0.921,1.553,0.433,2.0,2621.0,6.97,44.0,11.0,0.7407
2006/07,Wigan,19,5,4,10,18,30,19,5,4,10,19,29,38,10,8,20,37,59,-22,38,2006,16,23,27.75,2942187.5,47075000.0,16,0.627,19,19,0.333,0.333,1.0,0.974,1.553,0.433,2.0,2006.0,5.35,56.52,13.0,0.8072
2007/08,Arsenal,19,14,5,0,37,11,19,10,6,3,37,20,38,24,11,3,74,31,43,83,2007,17,22,24.058823529411764,12785714.285714285,179000000.0,14,2.387,47,36,0.825,0.632,1.305,1.947,0.816,0.702,8.0,6297.0,16.79,27.27,6.0,0.4637
2007/08,Aston Villa,19,10,3,6,34,22,19,6,9,4,37,29,38,16,12,10,71,51,20,60,2007,13,16,25.076923076923077,6865384.615384615,89250000.0,13,1.392,33,27,0.579,0.474,1.222,1.868,1.342,0.51,3.0,4777.0,12.73,31.25,5.0,0.6723
2007/08,Birmingham,19,6,8,5,30,23,19,2,3,14,16,39,38,8,11,19,46,62,-16,35,2007,17,22,25.058823529411764,3656250.0,58500000.0,16,0.742,26,9,0.456,0.158,2.886,1.211,1.632,0.404,4.0,6954.0,18.57,86.36,19.0,0.5983
2007/08,Blackburn,19,8,7,4,26,19,19,7,6,6,24,29,38,15,13,10,50,48,2,58,2007,15,19,27.866666666666667,4866666.666666667,73000000.0,15,1.042,31,27,0.544,0.474,1.148,1.316,1.263,0.539,1.0,19.0,0.05,15.79,3.0,0.7945
2007/08,Bolton,19,7,5,7,23,18,19,2,5,12,13,36,38,9,10,19,36,54,-18,37,2007,19,23,26.736842105263158,4194117.6470588236,71300000.0,17,0.667,26,11,0.456,0.193,2.363,0.947,1.421,0.481,2.0,1945.0,5.17,47.83,11.0,0.5189
2007/08,Chelsea,19,12,7,0,36,13,19,13,3,3,29,13,38,25,10,3,65,26,39,85,2007,20,24,27.0,17710526.315789472,336500000.0,19,2.5,43,42,0.754,0.737,1.023,1.711,0.684,0.75,2.0,1967.0,5.25,29.17,7.0,0.2526
2007/08,Derby,19,1,5,13,12,43,19,0,3,16,8,46,38,1,8,29,20,89,-69,11,2007,21,26,27.047619047619047,1892857.142857143,39750000.0,21,0.225,8,3,0.14,0.053,2.642,0.526,2.342,0.144,4.0,1682.0,4.47,100.0,26.0,0.2767
2007/08,Everton,19,11,4,4,34,17,19,8,4,7,21,16,38,19,8,11,55,33,22,65,2007,15,19,25.666666666666668,8142857.142857143,114000000.0,14,1.667,37,28,0.649,0.491,1.322,1.447,0.868,0.683,3.0,1231.0,3.28,21.05,4.0,0.5702
2007/08,Fulham,19,5,5,9,22,31,19,3,7,9,16,29,38,8,12,18,38,60,-22,36,2007,19,26,28.31578947368421,3271875.0,52350000.0,16,0.633,20,16,0.351,0.281,1.249,1.0,1.579,0.423,2.0,779.0,2.08,69.23,18.0,0.6877
2007/08,Liverpool,19,12,6,1,43,13,19,9,7,3,24,15,38,21,13,4,67,28,39,76,2007,19,22,25.57894736842105,14152777.777777778,254750000.0,18,2.393,42,34,0.737,0.596,1.237,1.763,0.737,0.731,5.0,3047.0,8.11,31.82,7.0,0.2983
2007/08,Man City,19,11,4,4,28,20,19,4,6,9,17,33,38,15,10,13,45,53,-8,55,2007,15,21,23.8,6410714.285714285,89750000.0,14,0.849,37,18,0.649,0.316,2.054,1.184,1.395,0.49,11.0,13494.0,35.97,47.62,10.0,0.6128
2007/08,Man United,19,17,1,1,47,7,19,10,5,4,33,15,38,27,6,5,80,22,58,87,2007,15,20,26.0,19892857.14285714,278500000.0,14,3.636,52,35,0.912,0.614,1.485,2.105,0.579,0.788,5.0,3687.0,9.82,25.0,5.0,0.3124
2007/08,Middlesbrough,19,7,5,7,27,23,19,3,7,9,16,30,38,10,12,16,43,53,-10,42,2007,15,21,24.8,4833333.333333333,72500000.0,15,0.811,26,16,0.456,0.281,1.623,1.132,1.395,0.49,8.0,6756.0,17.96,42.86,9.0,0.5793
2007/08,Newcastle,19,8,5,6,25,26,19,3,5,11,20,39,38,11,10,17,45,65,-20,43,2007,18,20,26.72222222222222,6546875.0,104750000.0,16,0.692,29,14,0.509,0.246,2.069,1.184,1.711,0.375,3.0,352.0,0.94,50.0,10.0,0.4105
2007/08,Portsmouth,19,7,8,4,24,14,19,9,1,9,24,26,38,16,9,13,48,40,8,57,2007,17,22,27.470588235294116,6642857.142857143,93000000.0,14,1.2,29,28,0.509,0.491,1.037,1.263,1.053,0.615,2.0,80.0,0.21,45.45,10.0,0.6129
2007/08,Reading,19,8,2,9,19,25,19,2,4,13,22,41,38,10,6,22,41,66,-25,36,2007,16,20,26.9375,2859375.0,45750000.0,16,0.621,26,10,0.456,0.175,2.606,1.079,1.737,0.365,2.0,837.0,2.24,15.0,3.0,0.7869
2007/08,Sunderland,19,9,3,7,23,21,19,2,3,14,13,38,38,11,6,21,36,59,-23,39,2007,18,23,24.22222222222222,3336111.111111111,60050000.0,18,0.61,30,9,0.526,0.158,3.329,0.947,1.553,0.433,3.0,2190.0,5.83,78.26,18.0,0.6495
2007/08,Tottenham,19,8,5,6,46,34,19,3,8,8,20,27,38,11,13,14,66,61,5,46,2007,16,24,25.25,10321428.57142857,144500000.0,14,1.082,29,17,0.509,0.298,1.708,1.737,1.605,0.414,7.0,6380.0,16.97,37.5,9.0,0.3183
2007/08,West Ham,19,7,7,5,24,24,19,6,3,10,18,26,38,13,10,15,42,50,-8,49,2007,17,23,26.176470588235293,4500000.0,67500000.0,15,0.84,28,21,0.491,0.368,1.334,1.105,1.316,0.519,5.0,3086.0,8.21,39.13,9.0,0.7259
2007/08,Wigan,19,8,5,6,21,17,19,2,5,12,13,34,38,10,10,18,34,51,-17,40,2007,16,20,27.0,3265625.0,52250000.0,16,0.667,29,11,0.509,0.193,2.637,0.895,1.342,0.51,1.0,97.0,0.26,50.0,10.0,0.7656
2008/09,Arsenal,19,11,5,3,31,16,19,9,7,3,37,21,38,20,12,6,68,37,31,72,2008,18,21,23.88888888888889,14911764.705882354,253500000.0,17,1.838,38,34,0.667,0.596,1.119,1.789,0.974,0.644,12.0,9618.0,25.63,33.33,7.0,0.284
2008/09,Aston Villa,19,7,9,3,27,21,19,10,2,7,27,27,38,17,11,10,54,48,6,62,2008,16,17,26.875,8631250.0,138100000.0,16,1.125,30,32,0.526,0.561,0.938,1.421,1.263,0.539,1.0,84.0,0.22,41.18,7.0,0.449
2008/09,Blackburn,19,6,7,6,22,23,19,4,4,11,18,37,38,10,11,17,40,60,-20,41,2008,15,25,28.533333333333335,4653846.153846154,60500000.0,13,0.667,25,16,0.439,0.281,1.562,1.053,1.579,0.423,3.0,926.0,2.47,40.0,10.0,0.6777
2008/09,Bolton,19,7,5,7,21,21,19,4,3,12,20,32,38,11,8,19,41,53,-12,41,2008,12,18,27.166666666666668,4863636.363636363,53500000.0,11,0.774,26,15,0.456,0.263,1.734,1.079,1.395,0.49,4.0,4108.0,10.93,38.89,7.0,0.7664
2008/09,Chelsea,19,11,6,2,33,12,19,14,2,3,35,12,38,25,8,5,68,24,44,83,2008,16,19,27.0,23076923.076923076,300000000.0,13,2.833,39,44,0.684,0.772,0.886,1.789,0.632,0.769,4.0,387.0,1.03,15.79,3.0,0.2767
2008/09,Everton,19,8,6,5,31,20,19,9,6,4,24,17,38,17,12,9,55,37,18,63,2008,15,20,25.933333333333334,11366666.666666666,170500000.0,15,1.486,30,33,0.526,0.579,0.908,1.447,0.974,0.644,7.0,4714.0,12.54,35.0,7.0,0.3695
2008/09,Fulham,19,11,3,5,28,16,19,3,8,8,11,18,38,14,11,13,39,34,5,53,2008,13,15,28.153846153846153,4433333.333333333,53200000.0,12,1.147,36,17,0.632,0.298,2.121,1.026,0.895,0.673,2.0,19.0,0.05,46.67,7.0,0.9962
2008/09,Hull,19,3,5,11,18,36,19,5,6,8,21,28,38,8,11,19,39,64,-25,35,2008,18,22,27.555555555555557,2717647.0588235296,46200000.0,17,0.609,14,21,0.246,0.368,0.668,1.026,1.684,0.385,,,,,,0.7576
2008/09,Liverpool,19,12,7,0,41,13,19,13,4,2,36,14,38,25,11,2,77,27,50,86,2008,17,20,26.294117647058822,18418750.0,294700000.0,16,2.852,43,43,0.754,0.754,1.0,2.026,0.711,0.74,3.0,1216.0,3.23,25.0,5.0,0.2918
2008/09,Man City,19,13,0,6,40,18,19,2,5,12,18,32,38,15,5,18,58,50,8,50,2008,14,26,24.142857142857142,11300000.0,158200000.0,14,1.16,39,11,0.684,0.193,3.544,1.526,1.316,0.519,8.0,4947.0,13.2,50.0,13.0,0.3161
2008/09,Man United,19,16,2,1,43,13,19,12,4,3,25,11,38,28,6,4,68,24,44,90,2008,18,21,26.555555555555557,19793750.0,316700000.0,16,2.833,50,40,0.877,0.702,1.249,1.789,0.632,0.769,10.0,4117.0,10.98,19.05,4.0,0.2842
2008/09,Middlesbrough,19,5,9,5,17,20,19,2,2,15,11,37,38,7,11,20,28,57,-29,32,2008,18,22,23.833333333333332,4000000.0,72000000.0,18,0.491,24,8,0.421,0.14,3.007,0.737,1.5,0.452,7.0,902.0,2.4,40.91,9.0,0.4444
2008/09,Newcastle,19,5,7,7,24,29,19,2,6,11,16,30,38,7,13,18,40,59,-19,34,2008,16,25,26.4375,6046666.666666667,90700000.0,15,0.678,22,12,0.386,0.211,1.829,1.053,1.553,0.433,2.0,555.0,1.49,40.0,10.0,0.3749
2008/09,Portsmouth,19,8,3,8,26,29,19,2,8,9,12,28,38,10,11,17,38,57,-19,41,2008,18,21,27.166666666666668,6484375.0,103750000.0,16,0.667,27,14,0.474,0.246,1.927,1.0,1.5,0.452,2.0,1456.0,3.88,28.57,6.0,0.3952
2008/09,Stoke,19,10,5,4,22,15,19,2,4,13,16,40,38,12,9,17,38,55,-17,45,2008,18,22,27.88888888888889,2558823.529411765,43500000.0,17,0.691,35,10,0.614,0.175,3.509,1.0,1.447,0.471,1.0,2452.0,6.55,,,1.0345
2008/09,Sunderland,19,6,3,10,21,25,19,3,6,10,13,29,38,9,9,20,34,54,-20,36,2008,17,21,25.58823529411765,4875000.0,78000000.0,16,0.63,21,15,0.368,0.263,1.399,0.895,1.421,0.481,3.0,133.0,0.35,47.62,10.0,0.4615
2008/09,Tottenham,19,10,5,4,21,10,19,4,4,11,24,35,38,14,9,15,45,45,0,51,2008,17,21,24.235294117647058,11143750.0,178300000.0,16,1.0,35,16,0.614,0.281,2.185,1.184,1.184,0.567,5.0,1644.0,4.39,42.86,9.0,0.286
2008/09,West Brom,19,7,3,9,26,33,19,1,5,13,10,34,38,8,8,22,36,67,-31,32,2008,15,23,24.333333333333332,3357142.8571428573,47000000.0,14,0.537,24,8,0.421,0.14,3.007,0.947,1.763,0.356,2.0,719.0,1.91,91.3,21.0,0.6809
2008/09,West Ham,19,9,2,8,23,22,19,5,7,7,19,23,38,14,9,15,42,45,-3,51,2008,15,24,25.666666666666668,5515384.615384615,71700000.0,13,0.933,29,22,0.509,0.386,1.319,1.105,1.184,0.567,6.0,3810.0,10.17,41.67,10.0,0.7113
2008/09,Wigan,19,8,5,6,17,18,19,4,4,11,17,27,38,12,9,17,34,45,-11,45,2008,14,22,25.928571428571427,5442857.142857143,76200000.0,14,0.756,29,16,0.509,0.281,1.811,0.895,1.184,0.567,3.0,2824.0,7.53,50.0,11.0,0.5906
2009/10,Arsenal,19,15,2,2,48,15,19,8,4,7,35,26,38,23,6,9,83,41,42,75,2009,18,23,25.166666666666668,16000000.0,240000000.0,15,2.024,47,28,0.825,0.491,1.68,2.184,1.079,0.606,9.0,3474.0,9.25,30.43,7.0,0.3125
2009/10,Aston Villa,19,8,8,3,29,16,19,9,5,5,23,23,38,17,13,8,52,39,13,64,2009,14,16,27.571428571428573,9592857.142857144,134300000.0,14,1.333,32,32,0.561,0.561,1.0,1.368,1.026,0.625,4.0,640.0,1.7,31.25,5.0,0.4765
2009/10,Birmingham,19,8,9,2,19,13,19,5,2,12,19,34,38,13,11,14,38,47,-9,50,2009,12,21,25.916666666666668,3808333.3333333335,45700000.0,12,0.809,33,17,0.579,0.298,1.943,1.0,1.237,0.548,1.0,10.0,0.03,66.67,14.0,1.0941
2009/10,Blackburn,19,10,6,3,28,18,19,3,5,11,13,37,38,13,11,14,41,55,-14,50,2009,19,22,26.68421052631579,3573529.411764706,60750000.0,17,0.745,36,14,0.632,0.246,2.569,1.079,1.447,0.471,6.0,5767.0,15.35,36.36,8.0,0.823
2009/10,Bolton,19,6,6,7,26,31,19,4,3,12,16,36,38,10,9,19,42,67,-25,39,2009,16,20,26.75,4107142.8571428573,57500000.0,14,0.627,24,15,0.421,0.263,1.601,1.105,1.763,0.356,3.0,1499.0,4.0,40.0,8.0,0.6783
2009/10,Burnley,19,7,5,7,25,30,19,1,1,17,17,52,38,8,6,24,42,82,-40,30,2009,17,21,27.176470588235293,2147058.8235294116,36500000.0,17,0.512,26,4,0.456,0.07,6.514,1.105,2.158,0.212,4.0,2363.0,6.29,,,0.8219
2009/10,Chelsea,19,17,1,1,68,14,19,10,4,5,35,18,38,27,5,6,103,32,71,86,2009,18,20,27.944444444444443,23133333.333333332,347000000.0,15,3.219,52,34,0.912,0.596,1.53,2.711,0.842,0.692,7.0,527.0,1.4,10.0,2.0,0.2478
2009/10,Everton,19,11,6,2,35,21,19,5,7,7,25,28,38,16,13,9,60,49,11,61,2009,18,22,26.944444444444443,9916666.666666666,178500000.0,18,1.224,39,22,0.684,0.386,1.772,1.579,1.289,0.529,5.0,2086.0,5.55,22.73,5.0,0.3417
2009/10,Fulham,19,11,3,5,27,15,19,1,7,11,12,31,38,12,10,16,39,46,-7,46,2009,15,24,29.266666666666666,4566666.666666667,68500000.0,15,0.848,36,10,0.632,0.175,3.611,1.026,1.211,0.558,2.0,1319.0,3.51,41.67,10.0,0.6715
2009/10,Hull,19,6,6,7,22,29,19,0,6,13,12,46,38,6,12,20,34,75,-41,30,2009,19,25,27.31578947368421,2819444.4444444445,50750000.0,18,0.453,24,6,0.421,0.105,4.01,0.895,1.974,0.279,5.0,2860.0,7.65,36.0,9.0,0.5911
2009/10,Liverpool,19,13,3,3,43,15,19,5,6,8,18,20,38,18,9,11,61,35,26,63,2009,16,20,25.5,18678571.42857143,261500000.0,14,1.743,42,21,0.737,0.368,2.003,1.605,0.921,0.664,9.0,4143.0,11.05,25.0,5.0,0.2409
2009/10,Man City,19,12,4,3,41,20,19,6,9,4,32,25,38,18,13,7,73,45,28,67,2009,15,22,25.733333333333334,14433333.333333334,216500000.0,15,1.622,40,27,0.702,0.474,1.481,1.921,1.184,0.567,4.0,153.0,0.41,40.91,9.0,0.3095
2009/10,Man United,19,16,1,2,52,12,19,11,3,5,34,16,38,27,4,7,86,28,58,85,2009,17,23,28.294117647058822,17233333.333333332,258500000.0,15,3.071,49,36,0.86,0.632,1.361,2.263,0.737,0.731,6.0,1424.0,3.8,17.39,4.0,0.3288
2009/10,Portsmouth,19,5,3,11,24,32,19,2,4,13,10,34,38,7,7,24,34,66,-32,28,2009,18,29,27.666666666666668,3352941.1764705884,57000000.0,17,0.515,18,10,0.316,0.175,1.806,0.895,1.737,0.365,3.0,569.0,1.52,65.52,19.0,0.4912
2009/10,Stoke,19,7,6,6,24,21,19,4,8,7,10,27,38,11,14,13,34,48,-14,47,2009,17,19,28.0,3593750.0,57500000.0,16,0.708,27,20,0.474,0.351,1.35,0.895,1.263,0.539,1.0,6.0,0.02,26.32,5.0,0.8174
2009/10,Sunderland,19,9,7,3,32,19,19,2,4,13,16,37,38,11,11,16,48,56,-8,44,2009,18,22,24.88888888888889,5861111.111111111,105500000.0,18,0.857,34,10,0.596,0.175,3.406,1.263,1.474,0.461,3.0,2927.0,7.81,54.55,12.0,0.4171
2009/10,Tottenham,19,14,2,3,40,12,19,7,5,7,27,29,38,21,7,10,67,41,26,70,2009,17,21,24.764705882352942,11766666.666666666,176500000.0,15,1.634,44,26,0.772,0.456,1.693,1.763,1.079,0.606,6.0,1953.0,5.2,23.81,5.0,0.3966
2009/10,West Ham,19,7,5,7,30,29,19,1,6,12,17,37,38,8,11,19,47,66,-19,35,2009,16,23,25.125,5269230.769230769,68500000.0,13,0.712,26,9,0.456,0.158,2.886,1.237,1.737,0.365,8.0,6152.0,16.36,43.48,10.0,0.5109
2009/10,Wigan,19,6,7,6,19,24,19,3,2,14,18,55,38,9,9,20,37,79,-42,36,2009,14,21,26.0,3821428.5714285714,53500000.0,14,0.468,25,11,0.439,0.193,2.275,0.974,2.079,0.24,3.0,2432.0,6.49,52.38,11.0,0.6729
2009/10,Wolves,19,5,6,8,13,22,19,4,5,10,19,34,38,9,11,18,32,56,-24,38,2009,17,24,24.823529411764707,2466666.6666666665,37000000.0,15,0.571,21,17,0.368,0.298,1.235,0.842,1.474,0.461,2.0,109.0,0.29,95.83,23.0,1.027
2010/11,Arsenal,19,11,4,4,33,15,19,8,7,4,39,28,38,19,11,8,72,43,29,68,2010,17,24,24.352941176470587,16535714.285714285,231500000.0,14,1.674,37,31,0.649,0.544,1.193,1.895,1.132,0.586,5.0,4701.0,12.52,29.17,7.0,0.2937
2010/11,Aston Villa,19,8,7,4,26,19,19,4,5,10,22,40,38,12,12,14,48,59,-11,48,2010,14,23,26.5,8500000.0,119000000.0,14,0.814,31,17,0.544,0.298,1.826,1.263,1.553,0.433,8.0,6407.0,17.05,43.48,10.0,0.4034
2010/11,Birmingham,19,6,8,5,19,22,19,2,7,10,18,36,38,8,15,15,37,58,-21,39,2010,13,21,27.46153846153846,4136363.6363636362,45500000.0,11,0.638,26,13,0.456,0.228,2.0,0.974,1.526,0.442,1.0,243.0,0.65,42.86,9.0,0.8571
